Date,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,Country,City,PostalCode,ShippingCost,OrderStatus,ReturnStatus,Rating,Feedback,ShippingDate,DeliveryDate,CustomerFullName,CustomerPhone,CustomerEmail,CustomerAddress,ProductDescription,SupplierName,SupplierContact,PurchasePrice,Profit,Discount,Tax,TaxAmount,FinalPrice,PaymentStatus,ShipmentTrackingNumber,Carrier,EstimatedDelivery,ActualDelivery,DeliveryStatus,ProductReturnDate,ReturnReason,RefundAmount,CustomerSupportContact,PromotionApplied,CouponCode,MembershipStatus,ReviewComment,ReviewDate,FollowUpAction
2023-03-27,ITLECKYDEAR,Books,9,250.88,2257.92,Debit Card,Canada,New York,70040,34.42,Cancelled,Not Returned,2,NUNLEEDWYMDRPRBWDTQTFRTGM,2023-03-30,2023-04-02,EBIFVIOMOAORKCADBP,,ivqqq@example.com,QAOZBVDHGDMTPUOGOJIUSYLMNABTM,,ZRWZXEPWLIHE,EKGBQKTEGAIKLJ,205.26,410.58,0.22,0.07,158.05,1919.2276,Pending,545913,UPS,2023-04-02,2023-04-02,On Time,,,,,,,,,,
2023-03-27,BEMPPXCVDKWZN,Home & Kitchen,2,250.88,501.76,PayPal,Germany,Paris,98559,34.42,Refunded,Returned,2,BHNVXRAWIIBPDMQKWBDLBAWFPBNT,2023-03-29,2023-03-31,PLHDPIVOLQVW,,zeffi@example.com,CZCISUSAUOEKCYZLDCMU,,SOVTKTMW,VKAYTEOXVJLNS,205.26,91.24,0.11,0.07,35.12,481.6864,Processed,221684,USPS,2023-04-01,2023-03-31,On Time,,,,,,,,,,
2023-03-27,PVOJIKP,Electronics,7,250.88,1756.16,PayPal,Australia,New York,70616,34.42,Pending,Not Returned,4,SCSKDQQGESYUZSIQINEVBXOPSAWLSTO,2023-03-28,2023-04-06,HZCGGOTQJPPZV,+13622971046,jqcti@example.com,WBOECIXIVTIDDBOOQJDMFTPTBPCS,,MUQUPVQSVNWGWI,XVLRUSDYSUNHYWDYPLR,205.26,319.34,0.16,0.07,122.93,1598.1044,Pending,987886,DHL,2023-04-05,2023-04-06,Early,,,,,,,,,,
2023-04-02,QSBXWBFSHZCZNY,Electronics,8,250.88,2007.04,Bank Transfer,France,Toronto,33897,34.42,Pending,Returned,2,AKIGBQPPNBSCHUYSPVDHADGY,2023-04-05,2023-04-13,LGCUXWBDWYWHJLLIKMA,+13704125173,axsnh@example.com,GDOCUDAFUWXCTUHZOGGNEODQFYM,,SWFAZG,DPRSPUCQCMF,205.26,364.96,0,0.07,140.49,2147.53,,253784,UPS,2023-04-14,2023-04-12,Delayed,,,,,,,,,,
2023-04-03,UCVZR,Home & Kitchen,6,250.88,1505.28,Credit Card,Canada,London,33010,34.42,Refunded,Returned,1,AXRDTNHRGCYUNLOHEQYJKWPPDWEJNIRTFKUQIYCPTDZXVOBT,2023-04-06,2023-04-11,VXKOGPFTXJDF,+19646691577,rfbgf@example.com,QJUTNTAAQHQUJFGU,,DWTVNK,,205.26,273.72,0.16,0.07,105.37,1369.8052,Processed,244460,UPS,2023-04-09,2023-04-11,Delayed,,,,,,,,,,
2023-04-03,FWUYAUJFWLDMQ,Electronics,7,250.88,1756.16,Bank Transfer,France,Berlin,50154,34.42,Cancelled,Returned,5,STPXSUQDRDUCVRUTEIVWXOINUXBZYRMUPFPD,2023-04-07,2023-04-14,LWPLOVWUURPF,+18492458839,kwyjy@example.com,QGFYKFRIDICCNUXYDMPHNZE,,ECVTYBJUYJGOE,YSXNOCXDQN,205.26,319.34,0.18,0.07,122.93,1562.9812,Pending,264934,FedEx,2023-04-12,2023-04-14,Early,,,,,,,,,,
2023-04-03,ZTCLGLBXNVWE,Toys & Games,1,250.88,250.88,PayPal,UK,New York,30114,34.42,Cancelled,Not Returned,1,JSKERCHKUSUYCLOZWXPESFLSIRCWNZXUEEDYVPMHXUP,2023-04-07,2023-04-10,WCRKWYQFXR,+14780238097,vkhzm@example.com,CXOENHKZAYUSBCQVGKZWPRS,,RTFWKHDYGBOI,GHPVPNQEICUVETR,205.26,45.62,0.26,0.07,17.56,203.2112,Failed,117523,USPS,2023-04-09,2023-04-09,On Time,,,,,,,,,,
2023-04-04,UKECQBXAGNESK,Toys & Games,4,250.88,1003.52,PayPal,Australia,Sydney,29050,34.42,Completed,Returned,1,YBHCWIKUXTAAVHPJBPDSICKHGAHYXZZQKGINERXYWMEHOVD,2023-04-07,2023-04-11,PTJPCJXRPQQJEY,+11096313913,fjroe@example.com,ZWJLXYNVWHGMMGMIZF,,USYWSESCLGY,JAQHTQREGEJFGC,205.26,182.48,0.06,0.07,70.25,1013.5588,,611930,UPS,2023-04-09,2023-04-11,On Time,,,,,,,,,,
2023-04-04,YBHICBGEUZE,Books,7,250.88,1756.16,Bank Transfer,Canada,Toronto,31125,34.42,Refunded,Returned,1,FXSLGMGIAUXMSUAYTUSR,2023-04-07,2023-04-16,OPWRSJKIEFCMF,+11626136527,kudym@example.com,SUYQBSKDVWWBCQM,,LDTSMOXJA,UXFBYBFRJGQDLHIJSIX,205.26,319.34,0.25,0.07,122.93,1440.05,Failed,521048,USPS,2023-04-15,2023-04-15,On Time,,,,,,,,,,
2023-04-06,MUTFTRYB,Books,1,250.88,250.88,Bank Transfer,Germany,London,60396,34.42,Completed,Not Returned,4,WEZCBZVJFSYQSMQWRKTTMXKTSJCUFGUWTEVIVJNKQKGKMSF,2023-04-09,2023-04-18,PXNPZQZXHWDQJBLZSUS,+18382179572,obgfs@example.com,FTKJPKDYXSCXOON,,RPLPKKW,PAJPUWUEUCVDJ,205.26,45.62,0.22,0.07,17.56,213.2464,Processed,172002,FedEx,2023-04-18,2023-04-17,Early,,,,,,,,,,
2023-04-07,ZFIYCAASEMSLP,Clothing,1,250.88,250.88,PayPal,Germany,London,54846,34.42,Cancelled,Returned,1,NPGABIYWRUTRRJHUHBRKK,2023-04-11,2023-04-15,FSRNCRSYOPQCWRMLS,+17991611481,owxnp@example.com,RJEFULAULYKJBOSVSLVWSDLVAAE,,NQSKDJWSDK,TVFNYXEZSTU,205.26,45.62,0.2,0.07,17.56,218.264,,108206,USPS,2023-04-15,2023-04-15,Early,,,,,,,,,,
2023-04-08,YSCLEBVGMYOVC,Books,6,250.88,1505.28,Bank Transfer,Canada,London,30396,34.42,Pending,Not Returned,3,KJHOHSAWTCULPVPQPIVSAYRZFFLCKFNRPXMAFN,2023-04-09,2023-04-11,BAJRLMDUADUTRQT,+18793458955,txvux@example.com,MQQAZQYBVKRNMEUKMPIDVD,,TIVBAHSWPND,LYMTXUPOKE,205.26,273.72,0.12,0.07,105.37,1430.0164,Failed,770547,FedEx,2023-04-11,2023-04-10,Delayed,,,,,,,,,,
2023-04-09,TEXHVAHXR,Toys & Games,4,250.88,1003.52,Bank Transfer,Germany,New York,98116,34.42,Completed,Returned,2,YMMIFFYEYUNNDBBQJNSQVKGINWDNTXTQYSQY,2023-04-13,2023-04-20,NJYTCOGOSZL,+15900891485,vjxfo@example.com,KFSTIAWSILGKBKEPOQQWPLWKHHLWS,,YVVFOMS,XMKJOGLRFIP,205.26,182.48,0.11,0.07,70.25,963.3828,Pending,663641,FedEx,2023-04-21,2023-04-20,Early,,,,,,,,,,
2023-04-11,PRTLMMJG,Books,3,250.88,752.64,Credit Card,Canada,Toronto,48973,34.42,Cancelled,Returned,4,NMZNZPUOYSVKLKWEHZFPLFMGHLBWIMQMPAGMNUQPOQBZYL,2023-04-13,2023-04-19,UDAEIHNNDYGBKGTUQ,+18190114014,,RAOPXVUQUZHXJFBBR,,DBCNDPKMAM,ZLSWPDTPGMWLAKQFB,205.26,136.86,0.21,0.07,52.68,647.2656,Processed,789666,DHL,2023-04-18,2023-04-19,On Time,,,,,,,,,,
2023-04-11,NXPOLIHRWRMRO,Electronics,5,250.88,1254.4,PayPal,USA,Paris,33574,34.42,Cancelled,Returned,3,IFZFGZHCXOVFKCPFKHWJJW,2023-04-14,2023-04-20,BILXSWWVSYYVC,+14635582881,vovpy@example.com,LXHAMYJDIGSZJCRWHAWRGV,,EYFXIFWFVBU,BRXXMVSUGUPW,205.26,228.1,0.3,0.07,87.81,965.89,Processed,662233,UPS,2023-04-19,2023-04-20,Early,,,,,,,,,,
2023-04-12,QEVPIJXR,Clothing,9,250.88,2257.92,Debit Card,Germany,Sydney,23869,34.42,Pending,Not Returned,3,ZNSUUIMIZULNEFMMXFNKML,2023-04-14,2023-04-19,EISIUVRPBLRWK,+11672666179,eiamc@example.com,IWIEMVMVCSLQDSGFNYMZSFYJCICQS,,JETLFFHXZQ,,205.26,410.58,0.12,0.07,158.05,2145.0196,,434222,UPS,2023-04-20,2023-04-18,Early,,,,,,,,,,
2023-04-14,RGDZE,Clothing,3,250.88,752.64,Credit Card,Canada,Toronto,76194,34.42,Refunded,Returned,5,PFIQTPZZLRICJKBHTKRTGNGALACBCDNWRWEOPHXUZHYGFGWSV,2023-04-16,2023-04-20,WCTVCOLAVZKZBWU,+17466934559,ewnet@example.com,EHOQDJPHKVTSAJLXBGSUFLCPPVKG,,KAZGHC,MNOIUXLVWS,205.26,136.86,0.28,0.07,52.68,594.5808,Pending,350555,USPS,2023-04-21,2023-04-19,On Time,,,,,,,,,,
2023-04-16,PCZRWUNOQAY,Toys & Games,5,250.88,1254.4,Debit Card,Canada,Toronto,72167,34.42,Cancelled,Returned,5,YAMGAJMDGFFUKWIVZGIWFSNAZPIWOSJPYCSMNGBZN,2023-04-18,2023-04-21,YRROZZDBOM,+18240094069,nuake@example.com,JMPGROROKKSGQHTFNEAUUWYIAETW,,PWHFXBW,IZMRDTATCKBFCJYINP,205.26,228.1,0.18,0.07,87.81,1116.418,Failed,473506,USPS,2023-04-19,2023-04-20,On Time,,,,,,,,,,
2023-04-16,QWYKQZNTS,Books,5,250.88,1254.4,Bank Transfer,Germany,Toronto,66147,34.42,Completed,Returned,3,WQMZBEDCZNKHWIPCJAIPILAPHNNJAFISVPSKUKNGZL,2023-04-20,2023-04-22,OFUJZCMRFNRKTOUMPXL,+17912970849,ycjvi@example.com,BPNDZOTZSKEHPBONBYE,,FNGIGOLQO,XRVDZRBJLGPQNXUZX,205.26,228.1,0.26,0.07,87.81,1016.066,Processed,500795,FedEx,2023-04-20,2023-04-21,Early,,,,,,,,,,
2023-04-18,GXMRWNAGH,Electronics,9,250.88,2257.92,Bank Transfer,USA,New York,22122,34.42,Pending,Not Returned,5,TWEAKOJOMOBVMLYWDLOMBTPNUBQPDKMFQAIURKN,2023-04-22,2023-04-28,WNVCJZJARQ,+10978885663,ofzvf@example.com,BBCIVQPZSEDEAQRYSHPMZSCOLO,,NKKTMMHGT,ABNFODXYIOE,205.26,410.58,0.07,0.07,158.05,2257.9156,Pending,650574,FedEx,2023-04-28,2023-04-28,Early,,,,,,,,,,
2023-04-18,IAVQSF,Books,4,250.88,1003.52,Debit Card,Germany,Sydney,53827,34.42,Refunded,Not Returned,2,TKBDMFGVTZCDUTCASUMNV,2023-04-19,2023-04-24,AZEZFAQLDDXJ,+12822399921,wvhbx@example.com,INBXPKYWXQLBHPCWGXXHUQY,,FHSEJAZ,,205.26,182.48,0.23,0.07,70.25,842.9604,Pending,274656,USPS,2023-04-25,2023-04-24,On Time,,,,,,,,,,
2023-04-21,XEBTYDJ,Home & Kitchen,1,250.88,250.88,Bank Transfer,Canada,New York,23335,34.42,Refunded,Not Returned,2,PDQJGMYMVNFPITPUULPEXKAJKOZCXOKIBLTPXPUAPFNYYKA,2023-04-23,2023-05-02,WYHLLCPDXEOUXHVY,+14005370945,dbies@example.com,KLYVYGTJJDQIVOWBKCTSJIHPM,,XGHRGNTRYUWDJK,MJMVEHUKZSSDJXI,205.26,45.62,0.25,0.07,17.56,205.72,Failed,339028,USPS,2023-05-03,2023-05-02,On Time,,,,,,,,,,
2023-04-23,XUKPZQPGPCZPHL,Books,5,250.88,1254.4,Bank Transfer,USA,Sydney,73576,34.42,Refunded,Not Returned,5,QWSBNHYWVZFIEERVNLLVFDOWOYQCJYUVHIXCZAK,2023-04-25,2023-04-30,JAJRQDYVMVFAA,+14952869049,siepz@example.com,OYKXDCDBHFJQGTMK,,SABIQEBD,RIFFMVQOIFWQECYP,205.26,228.1,0.25,0.07,87.81,1028.61,Failed,301619,USPS,2023-05-01,2023-04-29,Early,,,,,,,,,,
2023-04-25,QURKDPQ,Toys & Games,1,250.88,250.88,Credit Card,France,Sydney,31677,34.42,Cancelled,Not Returned,1,LUGBATCDQRQSDQVBJLMKUHTEYBLBFVSL,2023-04-29,2023-05-03,ERLAIQMNKKDI,,,EXJBWIXZZRDQTEFBUE,,UQCZIAZTUPZ,TCISNNQHQQG,205.26,45.62,0.24,0.07,17.56,208.2288,Pending,441002,FedEx,2023-05-02,2023-05-03,Early,,,,,,,,,,
2023-04-27,FXTYBIUFCTFGA,Books,6,250.88,1505.28,Debit Card,UK,New York,38223,34.42,Refunded,Not Returned,3,MQLCXHPDXZMHACAORTCOVEUJGWYHCRQPZVMDCKBRDQFJ,2023-04-29,2023-05-02,RZSDLRRFKZEPKEIWKOY,+12176013214,hqsfn@example.com,XZWLKRHNXNUWDENNCD,,SPAVLTX,DJDUEBOYZYIIAXXLMT,205.26,273.72,0.09,0.07,105.37,1475.1748,Failed,658872,USPS,2023-04-30,2023-05-02,Delayed,,,,,,,,,,
2023-04-28,AEFMBOOMZYN,Clothing,7,250.88,1756.16,Credit Card,Germany,Sydney,39814,34.42,Cancelled,Returned,2,EZYRYYJIPJJDUXNHAPZQJFGRBUIEHX,2023-05-02,2023-05-05,RUZNGXWPIC,+15565574469,hknjq@example.com,GZZJLQWUNHKHVSRYHP,,CGCMPNIHOS,QQNQSZCDKPMRKKIZYZW,205.26,319.34,0.16,0.07,122.93,1598.1044,Processed,323422,FedEx,2023-05-06,2023-05-05,On Time,,,,,,,,,,
2023-04-29,VGNZXJQNHDZPXM,Electronics,1,250.88,250.88,Debit Card,Australia,Toronto,93611,34.42,Pending,Returned,5,XOHEETQIBAVUKOAGWSXOFTZZ,2023-05-02,2023-05-11,PVZGGTAHZALQYZ,+16204930456,lzdsq@example.com,UPJSGKBUDUZUKQLJLHORMNIT,,CDCYMP,CNPHYPDIDMB,205.26,45.62,0.09,0.07,17.56,245.8608,Failed,826531,UPS,2023-05-11,2023-05-10,Early,,,,,,,,,,
2023-05-01,YTRNREZICH,Toys & Games,4,250.88,1003.52,Credit Card,Canada,New York,53185,34.42,Pending,Returned,5,LMOSQMBRKEDBPYGHHBOESJIYVTHES,2023-05-04,2023-05-10,SIJKJQGETLEAJGLBIEE,+19830360859,exngc@example.com,HJSUAVHDQKKZZONHFZHRFRFFJMG,,RHGQVFOIJHGWER,,205.26,182.48,0.1,0.07,70.25,973.418,Processed,893426,UPS,2023-05-09,2023-05-09,On Time,,,,,,,,,,
2023-05-02,VJVSUCKK,Home & Kitchen,9,250.88,2257.92,PayPal,USA,Sydney,86794,34.42,Refunded,Returned,2,NHPVEASWSQXWUJEVGPCLNTAGZRWVDPKR,2023-05-04,2023-05-13,ZRHYCNKHVLKI,+17562746652,eehvc@example.com,AQQEASAWXTIHGKYZCRJUPZYRBUII,,UAZFOBLAOMAADU,QEGEHAYBPHUZOWKPGQX,205.26,410.58,0.09,0.07,158.05,2212.7572,Pending,914645,FedEx,2023-05-14,2023-05-12,On Time,,,,,,,,,,
2023-05-03,PGDWS,Electronics,1,250.88,250.88,PayPal,USA,London,85675,34.42,Pending,Returned,2,PGUYCYERYQAPOMGCXWMPWAAPBRUYWREEHIXNMRDRVT,2023-05-04,2023-05-09,DSGQPSWLGYNZYKKGKCO,+10581190010,wabgo@example.com,DYLQIKWYKZUVQRQAGNSOPOON,,QMLFSTPUP,ODCKBGZONUGQ,205.26,45.62,0.09,0.07,17.56,245.8608,,335579,FedEx,2023-05-07,2023-05-08,On Time,,,,,,,,,,
2023-05-03,EORKZLBTO,Electronics,9,250.88,2257.92,Debit Card,France,New York,52325,34.42,Completed,Not Returned,1,GMBIEASTSVMFJKWYPZYWASEZFFEFYMAAYN,2023-05-07,2023-05-11,UIQQYLGKNTAF,+15479638383,,QGEMPAXOFEPFXLY,,TZMARBBZ,RNFVSJQSTQNGSXGLFHI,205.26,410.58,0.21,0.07,158.05,1941.8068,Failed,431931,FedEx,2023-05-12,2023-05-10,On Time,,,,,,,,,,
2023-05-04,DVRFWZSK,Clothing,8,250.88,2007.04,PayPal,Germany,Berlin,50503,34.42,Completed,Not Returned,5,IWJFIRODBFQGWWTOXUBULJYZQRP,2023-05-07,2023-05-16,VUQYIALTQZDWHSSZEK,+11155662968,zgjty@example.com,KYKSAJFWPFEMJKELNJCTNZSYS,,JXANH,JYZUPQAGVZI,205.26,364.96,0.2,0.07,140.49,1746.122,Pending,406313,FedEx,2023-05-14,2023-05-15,Early,,,,,,,,,,
2023-05-04,BHKERWRNVJCI,Clothing,5,250.88,1254.4,Credit Card,Australia,New York,29514,34.42,Cancelled,Not Returned,5,HUYVMPHLQPIYSQXHLIFYJIDKUVFZR,2023-05-07,2023-05-10,MSFZWMFPVRKTQJP,+18637172425,,PUVXJFFVAJVQBXXBOSVTYGZIGPVDH,,NJSYH,ZJJJGXOJPP,205.26,228.1,0.06,0.07,87.81,1266.946,Failed,,DHL,2023-05-08,2023-05-10,Delayed,,,,,,,,,,
2023-05-05,KLLCUGN,Clothing,6,250.88,1505.28,Debit Card,USA,New York,66196,34.42,Refunded,Returned,4,LIOWIFKGYNPOTISLKHCSCYZ,2023-05-07,2023-05-12,JCSDLYVJKHLNUV,+15704489359,hmehh@example.com,VJUMVLVRCZIHHAYTNOBWVNMPIK,,DXLIWA,,205.26,273.72,0.21,0.07,105.37,1294.5412,Failed,204916,UPS,2023-05-10,2023-05-12,Delayed,,,,,,,,,,
2023-05-07,KGYUJKOSPVUT,Toys & Games,7,250.88,1756.16,PayPal,France,New York,30917,34.42,Cancelled,Not Returned,1,CFKTNBLPCUPJTEMLATKZSORPGJYPQGKQEACPXODLAQXOXTTJK,2023-05-11,2023-05-14,KGOKYYGSPUZY,+16252508553,inkyw@example.com,FHFHNRYVGRPJHKIC,,QPOIHTZNLODD,RDEUDSTSCTMYYXT,205.26,319.34,0.09,0.07,122.93,1721.0356,Failed,703727,UPS,2023-05-14,2023-05-14,Early,,,,,,,,,,
2023-05-09,WMEDNH,Books,4,250.88,1003.52,PayPal,Canada,Sydney,64699,34.42,Pending,Returned,2,BFPXGWSLRJGDQQDUEASVZWKAHDYVOQRCRZGQY,2023-05-11,2023-05-13,SMUQNWBZZVJFPGSXUJ,+14356021474,jgmvi@example.com,DOMKFNOMCZWPHEESTCLXSBFXLOJXF,,BDTXROHJBY,YFXTXFFVYQQ,205.26,182.48,0.06,0.07,70.25,1013.5588,Failed,578112,DHL,2023-05-13,2023-05-13,Delayed,,,,,,,,,,
2023-05-11,YSCEUZRAHSQQK,Electronics,6,250.88,1505.28,Debit Card,France,New York,60119,34.42,Refunded,Not Returned,2,THKCYGOJLLSSOUUZEMYIVWJHIFXRJXOMKBHRC,2023-05-15,2023-05-18,OLYIRQSJHTEMU,+18052132887,hqxnr@example.com,NFVEDRNUBYTAJAJEXKGLGUIEAU,,PVZLEGOMHXSSE,QZITBSIHSMXDFD,205.26,273.72,0.22,0.07,105.37,1279.4884,Processed,452570,USPS,2023-05-16,2023-05-17,On Time,,,,,,,,,,
2023-05-11,FVNCLD,Books,7,250.88,1756.16,PayPal,Germany,Berlin,93324,34.42,Cancelled,Returned,3,YCUYGRUUIRADDQZWBOMIGLLNWOAIZPIPBJYRMBMXCO,2023-05-12,2023-05-15,AHJERWBVIPT,+16922637006,ivuwo@example.com,NSCEAXYJTQBWQSGTMNLMOZDAXDYL,,RUQGNOWQC,JPYRYSUWLNRTAM,205.26,319.34,0.11,0.07,122.93,1685.9124,Processed,670413,FedEx,2023-05-14,2023-05-15,Early,,,,,,,,,,
2023-05-14,BOWQGN,Books,6,250.88,1505.28,PayPal,France,Paris,35061,34.42,Refunded,Not Returned,2,WJFWVNIRHFONOTFVLJSHEJ,2023-05-18,2023-05-23,QPAYESRZWTCRKK,+18141880606,ptijn@example.com,FVYCFPLMIXWDEWVKEYL,,MKYCFFVUFFZF,NVRXWSAOPJTD,205.26,273.72,0.17,0.07,105.37,1354.7524,,,FedEx,2023-05-24,2023-05-22,Early,,,,,,,,,,
2023-05-14,NFSXF,Clothing,6,250.88,1505.28,Debit Card,USA,New York,19947,34.42,Refunded,Returned,5,TNNBZQOWZCCCZCRFNZCAJMIVVZYBJY,2023-05-17,2023-05-20,JDIJMWAPSLEWEYGLNAF,+17029496427,lhqqs@example.com,VZNWBEVOCTNRGBNKLBN,,NKPVSGFKYDAV,SKROBXMWLNALMY,205.26,273.72,0.06,0.07,105.37,1520.3332,Failed,154015,USPS,2023-05-19,2023-05-19,Early,,,,,,,,,,
2023-05-17,XEXXFB,Books,2,250.88,501.76,PayPal,USA,London,91080,34.42,Cancelled,Not Returned,2,LSCSAZOWZMGBVTKWPNWOTSGIDFWJCUAFEWOYKTYMFEBQXLLVN,2023-05-19,2023-05-22,FSLRCKZDMAT,,xxrmq@example.com,EFBNOIRQTBWDPBZUMYN,,MHBPSHLKIXJAS,CAKDZKBSLMQS,205.26,91.24,0.18,0.07,35.12,446.5632,Pending,745251,UPS,2023-05-21,2023-05-22,On Time,,,,,,,,,,
2023-05-17,OOKVVXARLLYK,Electronics,5,250.88,1254.4,PayPal,UK,Berlin,95550,34.42,Refunded,Returned,5,VZNGINUQQYUMRSQFLFCOCWOAUC,2023-05-21,2023-05-23,UNUIIYGOJIXXOUI,+10916726693,,AXXNJJUHARPTCNCIIX,,QWDLWTHVZZPX,FCKVLLRNKXUQV,205.26,228.1,0.06,0.07,87.81,1266.946,Failed,939337,DHL,2023-05-24,2023-05-22,On Time,,,,,,,,,,
2023-05-19,GWUBKVJCTJRN,Electronics,3,250.88,752.64,PayPal,France,Paris,90331,34.42,Pending,Not Returned,5,NDVIRJHMBTYTGKERHZJBCZWE,2023-05-22,2023-05-25,GXYWYHBCVVWBALERY,+10309348688,jeanj@example.com,GNNXKDGHTPUHNNMBDDJDQFKCB,,IKLIF,DZHXKMXLEPAI,205.26,136.86,0.05,0.07,52.68,767.688,Pending,331834,FedEx,2023-05-25,2023-05-24,On Time,,,,,,,,,,
2023-05-21,XHJVMU,Home & Kitchen,7,250.88,1756.16,PayPal,Canada,Sydney,42632,34.42,Completed,Returned,1,JKSPLBKVZAXEUNRGEHUOYEMSBEZZEFPBEOA,2023-05-23,2023-05-26,BPWFXYCHDRTD,+17143054996,eviqs@example.com,ZXWWGBUARZQLFYXFWSJBHEWDDOM,,FFTCCPBDIGCXM,HCVGDOLZWIVRVMCGSH,205.26,319.34,0.12,0.07,122.93,1668.3508,Processed,686344,UPS,2023-05-25,2023-05-26,Early,,,,,,,,,,
2023-05-22,DDEAQBHGOZYE,Toys & Games,4,250.88,1003.52,Bank Transfer,Australia,New York,29352,34.42,Completed,Returned,2,CSOCHOAFVQPMACXFTUZCOOKVFFINZKXFRTOVIK,2023-05-24,2023-05-29,ZXGTRARBSJUAUGNAD,+10423353627,eagaj@example.com,OTUGNLFWGYBMSSOVQNY,,ALAIYGCDGYOXX,,205.26,182.48,0.24,0.07,70.25,832.9252,Pending,870861,UPS,2023-05-28,2023-05-29,On Time,,,,,,,,,,
2023-05-22,GHGGNU,Books,1,250.88,250.88,Debit Card,Australia,Paris,33653,34.42,Refunded,Returned,1,FZZZWNNXMYEIYKGBXLEXB,2023-05-23,2023-05-27,HRQNRJTURTW,+11105550301,,VWASNIURCVSMAEJKGKP,,FVEKQ,OFVQMTQOGWVK,205.26,45.62,0.05,0.07,17.56,255.896,Failed,635431,UPS,2023-05-28,2023-05-27,Early,,,,,,,,,,
2023-05-23,FDJRLP,Toys & Games,6,250.88,1505.28,Bank Transfer,Germany,London,77115,34.42,Completed,Returned,5,GEDJPFUFIAPQMFBHWVDIWGUANBHKERLUX,2023-05-26,2023-06-04,HJYAQSXQJRAQMY,+17700265277,jiikm@example.com,QRRJDTQBRKAUPUEFMKU,,LTJGOUR,TSHRJRQICOX,205.26,273.72,0.04,0.07,105.37,1550.4388,Failed,675448,DHL,2023-06-03,2023-06-04,On Time,,,,,,,,,,
2023-05-26,GFECLOJZTSPKH,Toys & Games,6,250.88,1505.28,Bank Transfer,UK,Berlin,53755,34.42,Refunded,Not Returned,2,SEGBQMKEMWMHKHJYKAGZHFZNTGCBVRVZCNRMHDO,2023-05-30,2023-06-01,ATGUZMUGFVMHPZIMBLL,+15074881536,izulg@example.com,ZGIIZQFGYJEBZHAWMLDJFOXOSBHF,,AVMXDRL,LQFXVIJCFZMNDJSP,205.26,273.72,0.01,0.07,105.37,1595.5972,Pending,347833,DHL,2023-05-31,2023-06-01,On Time,,,,,,,,,,
2023-05-27,WGWGNBJ,Toys & Games,7,250.88,1756.16,Credit Card,France,Berlin,81988,34.42,Cancelled,Not Returned,2,NTGXLIJHTBZPUWRTVXJFFVTMSQBRZGN,2023-05-30,2023-06-08,OTJYNZQJXKQKODYDUON,+15648068707,vvclz@example.com,VHUUGVSNTRHFNWEGTZDKBNHGT,,ZDESIGYG,GWELOAVFSEIGXIVPE,205.26,319.34,0.12,0.07,122.93,1668.3508,Pending,893088,DHL,2023-06-08,2023-06-08,On Time,,,,,,,,,,
2023-05-27,ZIPSRIP,Toys & Games,8,250.88,2007.04,Bank Transfer,Canada,Sydney,47921,34.42,Pending,Not Returned,1,OHIUKCTNHCRWNTHQHELBQMVNIIITFLJVERGMAFUUH,2023-05-29,2023-06-01,PXACDSIVSHYZDMUSNE,+12958647755,mvjfu@example.com,QMEVCKZNLINJZYVEO,,TUMWFISXPZKDYA,UUOOMTRWGHHKXIFTBEV,205.26,364.96,0.08,0.07,140.49,1986.9668,,589962,DHL,2023-05-31,2023-06-01,On Time,,,,,,,,,,
2023-05-27,YTNLYSGWOPHJDS,Electronics,3,250.88,752.64,Bank Transfer,UK,Sydney,69003,34.42,Completed,Returned,1,GJHBROXFXNYYVXRXCAWANAADLODJ,2023-05-28,2023-06-01,RUOWQCAXRVP,+18327831581,tzewm@example.com,PFUSJCPQYDIDUEDD,,LDEFNAHOL,VDTOGASZRBWUMNCP,205.26,136.86,0.09,0.07,52.68,737.5824,Pending,984591,DHL,2023-05-30,2023-05-31,Delayed,,,,,,,,,,
2023-05-28,UONAPJS,Books,6,250.88,1505.28,Credit Card,USA,Sydney,90876,34.42,Cancelled,Not Returned,5,FJLCOPJVWKPQNPNFJQWJUJNTQIOGBD,2023-06-01,2023-06-10,IVJVQGNNLFNHQHH,+18437169609,tytiz@example.com,PLWFSFNICWKUGKRSRZWYO,,WGIKWHD,NOYCBCIHSTUTOLNRYB,205.26,273.72,0.29,0.07,105.37,1174.1188,Processed,,DHL,2023-06-10,2023-06-09,On Time,,,,,,,,,,
2023-05-29,CEIRKPBLVF,Home & Kitchen,2,250.88,501.76,PayPal,Germany,Paris,56668,34.42,Pending,Returned,5,XRKEZHVTEBECLSGSDWNSZZRZGOUALZXSWFZMFMO,2023-05-30,2023-06-04,KGWGLPMOSC,+17081964448,iggza@example.com,PGJWSKEFUHILFKBBT,,TJHNDTZCCDLRSK,KYXASZNICNTCWY,205.26,91.24,0.06,0.07,35.12,506.7744,Failed,944541,USPS,2023-06-05,2023-06-04,Delayed,,,,,,,,,,
